,animal,genotype,sex,recording,cell,dt,angiotensin,potassium,len_seg,activity,activity_5min,ISI,intraburst_freq,burst_length,burst_per_cell_per_sec,pos,freq_exist,f_count,burstL_exist,b_count,isi_exist,isi_count
102,3832,wt,m,210225_s1r2_Results.csv,Mean13,0.1,500,4,450.0,0.7177777777777777,0.7333333333333333,29.0,0.8460314351651828,81.35000000000001,0.0088888888888888,1.0,1.0,29,1.0,23,1.0,25
103,3832,wt,m,210225_s1r2_Results.csv,Mean14,0.1,500,4,450.0,0.8866666666666667,0.9966666666666666,57.3,1.2248637648528782,160.55,0.0044444444444444,1.0,1.0,29,1.0,23,1.0,25
104,3832,wt,m,210225_s1r2_Results.csv,Mean15,0.1,500,4,450.0,0.6377777777777778,0.5066666666666666,62.45,0.7498835599559786,47.8,0.0066666666666666,1.0,1.0,29,1.0,23,1.0,25
105,3832,wt,m,210225_s1r2_Results.csv,Mean16,0.1,500,4,450.0,1.351111111111111,1.3833333333333333,,1.3524955436720143,,,1.0,1.0,29,,23,,25
106,3832,wt,m,210225_s1r2_Results.csv,Mean17,0.1,500,4,450.0,1.011111111111111,1.1733333333333331,25.85,1.0559610815658589,22.433333333333337,0.0111111111111111,1.0,1.0,29,1.0,23,1.0,25
107,3832,wt,m,210225_s1r2_Results.csv,Mean18,0.1,500,4,450.0,0.98,0.9766666666666666,9.15,1.0336291797967083,18.1,0.0066666666666666,1.0,1.0,29,1.0,23,1.0,25
108,3832,wt,m,210225_s1r2_Results.csv,Mean19,0.1,500,4,450.0,1.4177777777777778,1.4233333333333331,,1.4209234887352218,,,1.0,1.0,29,,23,,25
109,3832,wt,m,210225_s1r2_Results.csv,Mean2,0.1,500,4,450.0,0.5822222222222222,0.4466666666666666,92.6,1.037574594524313,113.4,0.0066666666666666,1.0,1.0,29,1.0,23,1.0,25
110,3832,wt,m,210225_s1r2_Results.csv,Mean20,0.1,500,4,450.0,0.811111111111111,0.8233333333333333,13.55,0.8361004705410698,85.5,0.0111111111111111,1.0,1.0,29,1.0,23,1.0,25
111,3832,wt,m,210225_s1r2_Results.csv,Mean21,0.1,500,4,450.0,1.5777777777777775,1.5799999999999998,48.2,1.7494593556732283,,,1.0,1.0,29,,23,1.0,25
112,3832,wt,m,210225_s1r2_Results.csv,Mean22,0.1,500,4,450.0,0.8977777777777777,0.9733333333333332,28.950000000000003,0.973181235924222,161.65,0.0066666666666666,1.0,1.0,29,1.0,23,1.0,25
113,3832,wt,m,210225_s1r2_Results.csv,Mean23,0.1,500,4,450.0,1.0577777777777777,1.2366666666666666,45.6,1.0954511308010555,,,1.0,1.0,29,,23,1.0,25
114,3832,wt,m,210225_s1r2_Results.csv,Mean24,0.1,500,4,450.0,0.82,1.0933333333333333,,1.7872753763963087,205.9,0.0022222222222222,1.0,1.0,29,1.0,23,,25
115,3832,wt,m,210225_s1r2_Results.csv,Mean25,0.1,500,4,450.0,0.6622222222222222,0.7999999999999999,51.55,1.1718699577736256,80.30000000000001,0.0066666666666666,1.0,1.0,29,1.0,23,1.0,25
116,3832,wt,m,210225_s1r2_Results.csv,Mean26,0.1,500,4,450.0,1.0422222222222222,1.1233333333333333,29.36666666666667,1.271261862071002,146.3,0.0088888888888888,1.0,1.0,29,1.0,23,1.0,25
117,3832,wt,m,210225_s1r2_Results.csv,Mean27,0.1,500,4,450.0,0.9555555555555556,1.01,43.0,1.1499046781933036,159.60000000000002,0.0066666666666666,1.0,1.0,29,1.0,23,1.0,25
118,3832,wt,m,210225_s1r2_Results.csv,Mean28,0.1,500,4,450.0,0.3799999999999999,0.3999999999999999,49.84,1.0583784059085537,14.28,0.0133333333333333,1.0,1.0,29,1.0,23,1.0,25
119,3832,wt,m,210225_s1r2_Results.csv,Mean29,0.1,500,4,450.0,0.8866666666666667,0.8666666666666667,30.425,1.1346227158540754,56.12500000000001,0.0111111111111111,1.0,1.0,29,1.0,23,1.0,25
120,3832,wt,m,210225_s1r2_Results.csv,Mean3,0.1,500,4,450.0,0.8622222222222222,0.8699999999999999,12.5,1.00218647453758,63.9,0.0133333333333333,1.0,1.0,29,1.0,23,1.0,25
121,3832,wt,m,210225_s1r2_Results.csv,Mean4,0.1,500,4,450.0,0.7666666666666666,0.9033333333333332,154.10000000000002,1.429859905777337,177.60000000000002,0.0044444444444444,1.0,1.0,29,1.0,23,1.0,25
122,3832,wt,m,210225_s1r2_Results.csv,Mean5,0.1,500,4,450.0,1.202222222222222,1.6233333333333333,101.9,1.325953022718521,,,1.0,1.0,29,,23,1.0,25
123,3832,wt,m,210225_s1r2_Results.csv,Mean6,0.1,500,4,450.0,0.6333333333333333,0.7666666666666666,61.06666666666666,0.9416420036669906,100.65,0.0088888888888888,1.0,1.0,29,1.0,23,1.0,25
124,3832,wt,m,210225_s1r2_Results.csv,Mean7,0.1,500,4,450.0,0.9777777777777776,0.9566666666666666,48.35,1.611124885480625,79.55,0.0066666666666666,1.0,1.0,29,1.0,23,1.0,25
125,3832,wt,m,210225_s1r2_Results.csv,Mean8,0.1,500,4,450.0,0.5777777777777777,0.5466666666666666,69.0,0.8881958576403021,69.85,0.0066666666666666,1.0,1.0,29,1.0,23,1.0,25
126,3832,wt,m,210225_s1r2_Results.csv,Mean9,0.1,500,4,450.0,0.8688888888888888,1.01,3.9,0.917405870150464,125.8,0.0044444444444444,1.0,1.0,29,1.0,23,1.0,25
127,3833,wt,m,210226_s2r2_Results.csv,Mean1,0.1,500,4,450.0,0.6622222222222222,0.7266666666666667,32.775,0.9343064446917392,69.025,0.0111111111111111,1.0,1.0,6,1.0,5,1.0,4
128,3833,wt,m,210226_s2r2_Results.csv,Mean3,0.1,500,4,450.0,1.3955555555555554,1.413333333333333,,1.395814781834372,,,1.0,1.0,6,,5,,4
129,3833,wt,m,210226_s2r2_Results.csv,Mean4,0.1,500,4,450.0,0.2666666666666666,0.3999999999999999,,1.2686567164179103,93.8,0.0022222222222222,1.0,1.0,6,1.0,5,,4
130,3833,wt,m,210226_s2r2_Results.csv,Mean5,0.1,500,4,450.0,0.4288888888888888,0.3633333333333333,95.36666666666667,1.0609518300660223,36.3,0.0088888888888888,1.0,1.0,6,1.0,5,1.0,4
131,3833,wt,m,210226_s2r2_Results.csv,Mean6,0.1,500,4,450.0,0.5488888888888889,0.3933333333333333,130.9,1.06567473824111,114.55,0.0044444444444444,1.0,1.0,6,1.0,5,1.0,4
132,3833,wt,m,210226_s2r2_Results.csv,Mean7,0.1,500,4,450.0,0.5311111111111111,0.5733333333333333,105.6,1.1469402900462795,131.70000000000002,0.0044444444444444,1.0,1.0,6,1.0,5,1.0,4
133,3835,wt,m,210304_s4r2_Results.csv,Mean1,0.05,500,4,450.0,0.34,0.5099999999999999,,1.0879284649776453,134.20000000000002,0.0022222222222222,1.0,1.0,35,1.0,34,,28
134,3835,wt,m,210304_s4r2_Results.csv,Mean10,0.05,500,4,450.0,0.5844444444444444,0.5433333333333332,10.07,0.7731394907249527,23.860000000000003,0.0133333333333333,1.0,1.0,35,1.0,34,1.0,28
135,3835,wt,m,210304_s4r2_Results.csv,Mean11,0.05,500,4,450.0,0.5933333333333333,0.64,26.9375,1.0075785873590295,55.2625,0.0111111111111111,1.0,1.0,35,1.0,34,1.0,28
136,3835,wt,m,210304_s4r2_Results.csv,Mean13,0.05,500,4,450.0,0.7799999999999999,0.7999999999999999,11.108333333333334,0.969952773448314,50.26666666666667,0.0155555555555555,1.0,1.0,35,1.0,34,1.0,28
137,3835,wt,m,210304_s4r2_Results.csv,Mean14,0.05,500,4,450.0,0.6022222222222222,0.5566666666666666,10.08,0.783170847974084,23.85,0.0133333333333333,1.0,1.0,35,1.0,34,1.0,28
138,3835,wt,m,210304_s4r2_Results.csv,Mean16,0.05,500,4,450.0,0.3755555555555555,0.5633333333333332,,1.3680781758957654,122.8,0.0022222222222222,1.0,1.0,35,1.0,34,,28
139,3835,wt,m,210304_s4r2_Results.csv,Mean19,0.05,500,4,450.0,0.5355555555555556,0.6566666666666666,,0.5928906773977196,,,1.0,1.0,35,,34,,28
140,3835,wt,m,210304_s4r2_Results.csv,Mean2,0.05,500,4,450.0,0.4577777777777778,0.5533333333333332,,1.090909090909091,181.5,0.0022222222222222,1.0,1.0,35,1.0,34,,28
141,3835,wt,m,210304_s4r2_Results.csv,Mean20,0.05,500,4,450.0,0.2466666666666666,0.1799999999999999,40.85,0.8598715572033899,57.1,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
142,3835,wt,m,210304_s4r2_Results.csv,Mean21,0.05,500,4,450.0,0.4733333333333333,0.4266666666666666,9.65,0.7399018314006751,70.14999999999999,0.0088888888888888,1.0,1.0,35,1.0,34,1.0,28
143,3835,wt,m,210304_s4r2_Results.csv,Mean24,0.05,500,4,450.0,0.3955555555555555,0.3133333333333333,93.875,0.7603412269318396,89.575,0.0066666666666666,1.0,1.0,35,1.0,34,1.0,28
144,3835,wt,m,210304_s4r2_Results.csv,Mean25,0.05,500,4,450.0,0.8888888888888888,0.8099999999999999,65.0,1.252994101531878,17.35,0.0066666666666666,1.0,1.0,35,1.0,34,1.0,28
145,3835,wt,m,210304_s4r2_Results.csv,Mean26,0.05,500,4,450.0,0.5933333333333333,0.4766666666666667,8.5,0.9859790681722634,12.25,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
146,3835,wt,m,210304_s4r2_Results.csv,Mean28,0.05,500,4,450.0,0.2755555555555555,0.2733333333333333,,0.6677471636952997,154.25,0.0022222222222222,1.0,1.0,35,1.0,34,,28
147,3835,wt,m,210304_s4r2_Results.csv,Mean29,0.05,500,4,450.0,0.3933333333333333,0.31,93.85,0.7578860209871469,89.60000000000001,0.0066666666666666,1.0,1.0,35,1.0,34,1.0,28
148,3835,wt,m,210304_s4r2_Results.csv,Mean3,0.05,500,4,450.0,0.3288888888888889,0.2533333333333333,14.2375,0.5757012984300868,23.025,0.0111111111111111,1.0,1.0,35,1.0,34,1.0,28
149,3835,wt,m,210304_s4r2_Results.csv,Mean31,0.05,500,4,450.0,0.34,0.3333333333333333,24.26,0.7038828329926684,24.35,0.0133333333333333,1.0,1.0,35,1.0,34,1.0,28
150,3835,wt,m,210304_s4r2_Results.csv,Mean33,0.05,500,4,450.0,0.3577777777777777,0.5366666666666666,133.0,1.0835075493612076,123.0,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
151,3835,wt,m,210304_s4r2_Results.csv,Mean34,0.05,500,4,450.0,0.5622222222222222,0.7899999999999999,131.75,1.2859551741332704,81.075,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
152,3835,wt,m,210304_s4r2_Results.csv,Mean35,0.05,500,4,450.0,0.6444444444444444,0.6766666666666666,184.2,1.3207591996903405,122.5,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
153,3835,wt,m,210304_s4r2_Results.csv,Mean36,0.05,500,4,450.0,0.5355555555555556,0.48,122.8,0.768047652916074,296.0,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
154,3835,wt,m,210304_s4r2_Results.csv,Mean37,0.05,500,4,450.0,0.3422222222222222,0.5133333333333333,,1.157854110382092,129.55,0.0022222222222222,1.0,1.0,35,1.0,34,,28
155,3835,wt,m,210304_s4r2_Results.csv,Mean38,0.05,500,4,450.0,0.5311111111111111,0.4666666666666667,39.48333333333333,0.6104642490419587,25.700000000000003,0.0088888888888888,1.0,1.0,35,1.0,34,1.0,28
156,3835,wt,m,210304_s4r2_Results.csv,Mean39,0.05,500,4,450.0,0.42,0.5099999999999999,60.05,0.7765426612912817,66.75,0.0066666666666666,1.0,1.0,35,1.0,34,1.0,28
157,3835,wt,m,210304_s4r2_Results.csv,Mean4,0.05,500,4,450.0,0.1422222222222222,0.2133333333333333,12.9,0.893765174767511,30.1,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
158,3835,wt,m,210304_s4r2_Results.csv,Mean40,0.05,500,4,450.0,0.7088888888888889,0.7799999999999999,27.96666666666667,1.163624321099419,68.7,0.0088888888888888,1.0,1.0,35,1.0,34,1.0,28
159,3835,wt,m,210304_s4r2_Results.csv,Mean41,0.05,500,4,450.0,0.9555555555555556,0.9433333333333334,92.5,1.3062217034521788,139.5,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
160,3835,wt,m,210304_s4r2_Results.csv,Mean42,0.05,500,4,450.0,0.4866666666666666,0.5399999999999999,65.05,1.2457180478819638,49.866666666666674,0.0088888888888888,1.0,1.0,35,1.0,34,1.0,28
161,3835,wt,m,210304_s4r2_Results.csv,Mean44,0.05,500,4,450.0,0.48,0.7199999999999999,143.65,1.3920929934148596,127.45,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
162,3835,wt,m,210304_s4r2_Results.csv,Mean45,0.05,500,4,450.0,0.34,0.5099999999999999,8.65,1.0384940503283695,60.175,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
163,3835,wt,m,210304_s4r2_Results.csv,Mean46,0.05,500,4,450.0,0.32,0.3633333333333333,149.025,1.0612045937699794,14.8,0.0066666666666666,1.0,1.0,35,1.0,34,1.0,28
164,3835,wt,m,210304_s4r2_Results.csv,Mean47,0.05,500,4,450.0,0.2177777777777777,0.3133333333333333,38.2,1.08505878045804,43.525000000000006,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
165,3835,wt,m,210304_s4r2_Results.csv,Mean5,0.05,500,4,450.0,0.3422222222222222,0.5133333333333333,,1.027535258562794,148.9,0.0022222222222222,1.0,1.0,35,1.0,34,,28
166,3835,wt,m,210304_s4r2_Results.csv,Mean6,0.05,500,4,450.0,0.7199999999999999,0.8166666666666667,22.575000000000003,0.732010392162724,49.85,0.0066666666666666,1.0,1.0,35,1.0,34,1.0,28
167,3835,wt,m,210304_s4r2_Results.csv,Mean9,0.05,500,4,450.0,0.3533333333333333,0.41,5.9,0.6787068196146824,99.125,0.0044444444444444,1.0,1.0,35,1.0,34,1.0,28
168,3906,wt,m,210312_s3r2_Results.csv,Mean1,0.05,500,4,450.0,0.6644444444444444,0.6966666666666667,9.45,0.6694156487731704,,,1.0,1.0,40,,35,1.0,38
169,3906,wt,m,210312_s3r2_Results.csv,Mean10,0.05,500,4,450.0,0.3555555555555555,0.3166666666666666,29.64166666666667,0.6314015403788297,35.82500000000001,0.0155555555555555,1.0,1.0,40,1.0,35,1.0,38
170,3906,wt,m,210312_s3r2_Results.csv,Mean11,0.05,500,4,450.0,0.5933333333333333,0.6066666666666667,8.375,0.604938397634263,34.75,0.0066666666666666,1.0,1.0,40,1.0,35,1.0,38
171,3906,wt,m,210312_s3r2_Results.csv,Mean12,0.05,500,4,450.0,0.5977777777777777,0.6066666666666667,8.375,0.6085439501851916,34.75,0.0066666666666666,1.0,1.0,40,1.0,35,1.0,38
172,3906,wt,m,210312_s3r2_Results.csv,Mean13,0.05,500,4,450.0,0.3955555555555555,0.34,30.3,0.6776091535717831,59.5625,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
173,3906,wt,m,210312_s3r2_Results.csv,Mean14,0.05,500,4,450.0,0.6933333333333332,0.7000000000000001,,0.6943514177271712,,,1.0,1.0,40,,35,,38
174,3906,wt,m,210312_s3r2_Results.csv,Mean15,0.05,500,4,450.0,0.3888888888888889,0.3933333333333333,25.83333333333333,0.4125700321480152,124.625,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
175,3906,wt,m,210312_s3r2_Results.csv,Mean17,0.05,500,4,450.0,0.4755555555555555,0.4733333333333333,40.06666666666667,0.5809901147405057,26.0,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
176,3906,wt,m,210312_s3r2_Results.csv,Mean18,0.05,500,4,450.0,0.3577777777777777,0.3133333333333333,27.710000000000004,0.5405136212498352,46.85833333333333,0.0133333333333333,1.0,1.0,40,1.0,35,1.0,38
177,3906,wt,m,210312_s3r2_Results.csv,Mean2,0.05,500,4,450.0,0.6377777777777778,0.6666666666666666,,0.6398926054368497,,,1.0,1.0,40,,35,,38
178,3906,wt,m,210312_s3r2_Results.csv,Mean20,0.05,500,4,450.0,0.2311111111111111,0.2466666666666666,50.6,0.5108535253050615,43.5,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
179,3906,wt,m,210312_s3r2_Results.csv,Mean22,0.05,500,4,450.0,0.4533333333333333,0.4399999999999999,54.48333333333334,0.7147014755571253,82.975,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
180,3906,wt,m,210312_s3r2_Results.csv,Mean23,0.05,500,4,450.0,0.4644444444444444,0.42,24.875,0.5862151598018001,82.51666666666667,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
181,3906,wt,m,210312_s3r2_Results.csv,Mean24,0.05,500,4,450.0,0.6422222222222221,0.6566666666666666,13.133333333333336,0.7737490362267645,84.13750000000002,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
182,3906,wt,m,210312_s3r2_Results.csv,Mean25,0.05,500,4,450.0,0.3177777777777777,0.2966666666666666,44.3,0.7014716801331671,36.23,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
183,3906,wt,m,210312_s3r2_Results.csv,Mean26,0.05,500,4,450.0,0.6044444444444445,0.6233333333333333,15.0375,0.6497638286264971,106.96666666666668,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
184,3906,wt,m,210312_s3r2_Results.csv,Mean28,0.05,500,4,450.0,0.5933333333333333,0.4966666666666666,64.85000000000001,0.7932392231663385,90.6,0.0044444444444444,1.0,1.0,40,1.0,35,1.0,38
185,3906,wt,m,210312_s3r2_Results.csv,Mean3,0.05,500,4,450.0,0.5622222222222222,0.5533333333333332,4.05,0.608553333508251,154.45000000000002,0.0044444444444444,1.0,1.0,40,1.0,35,1.0,38
186,3906,wt,m,210312_s3r2_Results.csv,Mean30,0.05,500,4,450.0,0.2977777777777777,0.3066666666666666,63.45,0.8869304165023983,43.8,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
187,3906,wt,m,210312_s3r2_Results.csv,Mean31,0.05,500,4,450.0,0.6555555555555556,0.7033333333333333,31.3375,1.0012344075101105,57.040000000000006,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
188,3906,wt,m,210312_s3r2_Results.csv,Mean33,0.05,500,4,450.0,0.3355555555555555,0.2799999999999999,64.3875,0.974606540938208,27.2875,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
189,3906,wt,m,210312_s3r2_Results.csv,Mean34,0.05,500,4,450.0,0.2577777777777778,0.2233333333333333,52.78333333333334,0.3998688565223757,55.98333333333333,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
190,3906,wt,m,210312_s3r2_Results.csv,Mean37,0.05,500,4,450.0,0.4488888888888888,0.4433333333333333,13.3,0.4716539838314794,113.0,0.0066666666666666,1.0,1.0,40,1.0,35,1.0,38
191,3906,wt,m,210312_s3r2_Results.csv,Mean38,0.05,500,4,450.0,0.6666666666666666,0.64,27.025,0.7330100156907638,33.25,0.0066666666666666,1.0,1.0,40,1.0,35,1.0,38
192,3906,wt,m,210312_s3r2_Results.csv,Mean39,0.05,500,4,450.0,0.3599999999999999,0.3166666666666666,43.4125,0.5429722010192799,60.5625,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
193,3906,wt,m,210312_s3r2_Results.csv,Mean4,0.05,500,4,450.0,0.1777777777777777,0.1799999999999999,80.85000000000001,0.8522501616247096,22.7,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
194,3906,wt,m,210312_s3r2_Results.csv,Mean40,0.05,500,4,450.0,0.3822222222222222,0.4366666666666666,19.8375,0.5062197195915753,65.29,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
195,3906,wt,m,210312_s3r2_Results.csv,Mean41,0.05,500,4,450.0,0.3666666666666666,0.4033333333333333,46.95,0.5282112202213117,93.11666666666667,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
196,3906,wt,m,210312_s3r2_Results.csv,Mean42,0.05,500,4,450.0,0.4866666666666666,0.4933333333333333,14.3,0.4921120012319745,,,1.0,1.0,40,,35,1.0,38
197,3906,wt,m,210312_s3r2_Results.csv,Mean44,0.05,500,4,450.0,0.4666666666666667,0.4599999999999999,20.025,0.52238677384505,143.475,0.0066666666666666,1.0,1.0,40,1.0,35,1.0,38
198,3906,wt,m,210312_s3r2_Results.csv,Mean45,0.05,500,4,450.0,0.3599999999999999,0.1933333333333333,41.400000000000006,1.1475698107454435,26.72000000000001,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
199,3906,wt,m,210312_s3r2_Results.csv,Mean46,0.05,500,4,450.0,0.4911111111111111,0.5,14.3,0.495522163069612,,,1.0,1.0,40,,35,1.0,38
200,3906,wt,m,210312_s3r2_Results.csv,Mean47,0.05,500,4,450.0,0.5888888888888888,0.5833333333333333,8.15,0.6077896347016634,72.97500000000001,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
201,3906,wt,m,210312_s3r2_Results.csv,Mean48,0.05,500,4,450.0,0.3933333333333333,0.3033333333333333,33.6375,0.6416952857794562,57.4875,0.0111111111111111,1.0,1.0,40,1.0,35,1.0,38
202,3906,wt,m,210312_s3r2_Results.csv,Mean49,0.05,500,4,450.0,0.4555555555555555,0.4399999999999999,29.31666666666667,0.6422183354731812,76.6875,0.0088888888888888,1.0,1.0,40,1.0,35,1.0,38
203,3906,wt,m,210312_s3r2_Results.csv,Mean50,0.05,500,4,450.0,0.5155555555555555,0.4299999999999999,23.21,0.6456260489577771,68.5875,0.0133333333333333,1.0,1.0,40,1.0,35,1.0,38
204,3906,wt,m,210312_s3r2_Results.csv,Mean51,0.05,500,4,450.0,0.4977777777777777,0.4766666666666667,89.325,0.769624366310733,49.3,0.0066666666666666,1.0,1.0,40,1.0,35,1.0,38
